NNxyz,NNxy,NNxz,NNyz,MultiNomial,TrueVals,testIndices
6,15,9,12,6,9,994
6,8,9,3,6,9,995
9,6,9,15,6,9,996
12,15,12,12,9,9,997
6,8,9,9,3,9,998
6,6,10,13,6,9,999
14,11,14,4,11,10,1000
7,7,10,10,8,10,1001
3,9,9,10,10,10,1002
3,11,11,4,11,10,1003
6,5,10,3,8,10,1004
9,7,13,14,8,10,1005
13,9,11,13,8,10,1006
7,9,7,9,8,10,1007
11,4,11,4,8,10,1008
13,12,14,11,8,10,1009
7,6,12,10,7,10,1010
13,13,12,7,9,10,1011
10,11,10,7,7,10,1012
10,11,10,10,12,10,1013
10,3,10,13,7,10,1014
10,12,10,12,9,10,1015
9,10,10,13,9,10,1016
10,11,10,10,6,10,1017
13,14,10,13,9,10,1018
10,12,10,13,10,10,1019
7,12,8,14,8,10,1020
11,11,11,13,11,10,1021
10,9,11,11,10,10,1022
13,12,12,13,10,10,1023
9,11,10,12,9,10,1024
7,7,10,10,10,10,1025
12,13,12,13,13,10,1026
11,8,11,14,11,10,1027
7,7,9,7,10,10,1028
12,13,13,13,10,10,1029
13,13,13,13,13,10,1030
7,6,10,7,10,10,1031
12,12,10,13,12,10,1032
10,11,10,7,10,10,1033
13,12,13,13,13,10,1034
13,10,10,7,10,10,1035
12,7,12,12,12,10,1036
13,13,13,7,12,10,1037
3,7,10,1,10,10,1038
10,7,12,7,10,10,1039
10,14,13,13,13,10,1040
10,6,13,14,13,10,1041
10,12,13,10,10,10,1042
10,12,11,10,7,10,1043
12,3,13,13,10,10,1044
10,9,10,13,10,10,1045
9,9,10,7,12,10,1046
10,13,10,7,12,10,1047
12,6,12,13,12,10,1048
13,15,13,13,12,10,1049
9,10,10,10,12,10,1050
10,11,10,10,10,10,1051
10,7,10,4,10,10,1052
10,11,10,7,12,10,1053
11,10,13,14,13,10,1054
11,12,11,10,10,10,1055
10,11,12,10,10,10,1056
10,11,13,10,10,10,1057
10,11,13,13,10,10,1058
10,10,10,7,6,10,1059
10,7,12,10,10,10,1060
7,8,10,7,7,10,1061
12,11,12,10,12,10,1062
10,11,12,9,9,10,1063
10,13,13,7,10,10,1064
7,10,10,7,9,10,1065
3,4,10,4,7,10,1066
10,11,10,10,10,10,1067
6,7,10,4,9,10,1068
12,13,12,10,12,10,1069
13,14,13,13,13,10,1070
10,11,10,10,10,10,1071
7,10,10,10,10,10,1072
7,10,10,7,10,10,1073
10,11,10,13,9,10,1074
11,10,13,8,13,10,1075
10,10,10,7,10,10,1076
10,10,10,10,10,10,1077
11,8,11,11,10,10,1078
13,10,13,4,13,10,1079
7,7,12,11,11,10,1080
11,11,11,4,11,10,1081
11,9,14,7,11,10,1082
11,7,0,11,11,10,1083
13,13,13,10,14,10,1084
11,13,4,11,11,10,1085
6,6,10,14,8,10,1086
7,9,6,10,11,10,1087
9,7,13,7,11,10,1088
13,13,13,13,13,10,1089
10,9,13,13,10,10,1090
7,13,9,13,10,10,1091
10,10,13,7,10,10,1092
13,7,13,4,13,10,1093
4,12,10,13,10,10,1094
12,9,10,7,10,10,1095
10,10,10,13,10,10,1096
10,9,7,12,10,10,1097
10,11,13,13,13,10,1098
10,11,10,13,10,10,1099
11,8,11,8,11,11,1100
11,11,11,11,11,11,1101
11,11,14,4,11,11,1102
8,11,10,5,8,11,1103
7,7,13,10,11,11,1104
6,11,14,14,8,11,1105
8,11,10,14,5,11,1106
11,1,10,8,5,11,1107
11,7,14,11,11,11,1108
11,9,13,11,5,11,1109
7,7,11,11,11,11,1110
11,11,11,11,11,11,1111
7,11,10,8,11,11,1112
11,13,14,11,10,11,1113
11,7,14,8,11,11,1114
11,7,11,14,11,11,1115
11,11,14,14,11,11,1116
11,11,14,14,11,11,1117
11,12,11,14,11,11,1118
11,11,11,14,8,11,1119
14,13,8,14,11,11,1120
7,6,0,11,11,11,1121
14,8,14,2,11,11,1122
11,11,11,11,11,11,1123
11,11,14,8,11,11,1124
11,13,14,11,10,11,1125
11,14,14,14,11,11,1126
11,14,14,14,11,11,1127
11,8,14,14,11,11,1128
11,11,14,8,11,11,1129
11,12,14,11,14,11,1130
14,13,14,14,14,11,1131
11,14,14,11,14,11,1132
11,11,11,11,13,11,1133
14,7,11,14,13,11,1134
11,9,14,11,13,11,1135
11,11,14,11,11,11,1136
11,11,14,5,11,11,1137
14,7,14,1,13,11,1138
10,8,13,8,13,11,1139
14,13,14,14,14,11,1140
11,9,14,10,11,11,1141
14,14,14,11,11,11,1142
11,7,11,11,11,11,1143
14,12,14,14,11,11,1144
8,7,11,8,11,11,1145
11,11,11,11,11,11,1146
8,11,11,14,8,11,1147
11,7,14,11,14,11,1148
10,11,14,11,14,11,1149
14,11,14,14,11,11,1150
11,11,11,14,11,11,1151
11,11,11,11,7,11,1152
11,14,14,11,11,11,1153
11,7,14,8,11,11,1154
14,11,14,14,11,11,1155
14,11,11,14,13,11,1156
11,11,13,11,11,11,1157
11,7,14,11,13,11,1158
11,11,11,8,11,11,1159
11,10,11,1,8,11,1160
11,11,14,11,11,11,1161
11,13,14,14,11,11,1162
11,13,14,11,10,11,1163
10,11,14,11,10,11,1164
11,10,11,8,10,11,1165
11,11,11,8,14,11,1166
10,7,13,11,10,11,1167
11,13,14,14,11,11,1168
10,11,14,8,14,11,1169
11,11,11,11,11,11,1170
14,14,14,14,14,11,1171
11,11,11,14,11,11,1172
11,11,14,11,13,11,1173
8,10,11,11,14,11,1174
11,11,11,11,11,11,1175
11,11,11,14,14,11,1176
11,8,14,5,11,11,1177
10,10,14,10,13,11,1178
8,11,10,8,11,11,1179
5,11,8,8,11,11,1180
14,9,14,14,14,11,1181
2,12,1,8,8,11,1182
14,11,14,14,14,11,1183
11,11,8,11,11,11,1184
8,8,8,8,8,11,1185
14,8,14,11,11,11,1186
5,5,14,4,11,11,1187
11,10,13,11,14,11,1188
7,13,14,14,11,11,1189
8,11,13,8,8,11,1190
10,11,13,11,11,11,1191
9,0,13,14,11,11,1192
11,11,11,8,11,11,1193
11,9,14,7,11,11,1194
10,13,0,14,11,11,1195
11,9,14,14,11,11,1196
10,12,11,14,11,11,1197
11,13,11,14,11,11,1198
11,13,14,14,11,11,1199
12,7,3,0,10,12,1200
13,11,13,10,10,12,1201
9,10,3,13,9,12,1202
3,13,12,7,10,12,1203
15,11,13,12,7,12,1204
10,15,12,13,7,12,1205
3,3,12,9,10,12,1206
10,13,10,13,7,12,1207
6,12,13,13,11,12,1208
10,9,13,13,11,12,1209
12,10,12,12,15,12,1210
12,13,12,12,15,12,1211
12,9,12,3,9,12,1212
12,13,12,12,12,12,1213
9,3,12,12,9,12,1214
9,12,9,12,15,12,1215
9,12,9,12,9,12,1216
9,12,12,12,15,12,1217
9,12,9,12,15,12,1218
9,12,9,12,9,12,1219
12,8,3,12,12,12,1220
13,14,13,10,13,12,1221
10,14,13,13,12,12,1222
12,13,12,10,12,12,1223
12,11,12,13,12,12,1224
9,11,12,9,12,12,1225
10,9,10,13,10,12,1226
12,12,12,12,9,12,1227
12,13,12,12,12,12,1228
10,13,12,13,12,12,1229
10,12,13,10,12,12,1230
12,9,12,3,12,12,1231
15,6,12,12,12,12,1232
9,7,12,3,9,12,1233
9,10,12,9,12,12,1234
12,10,12,13,9,12,1235
10,9,12,13,12,12,1236
9,3,15,9,12,12,1237
10,13,12,10,12,12,1238
9,6,9,9,12,12,1239
13,13,14,13,13,12,1240
13,13,13,13,13,12,1241
13,14,13,10,12,12,1242
12,11,12,13,12,12,1243
9,10,12,10,12,12,1244
12,12,12,12,12,12,1245
12,13,12,12,12,12,1246
12,13,12,6,12,12,1247
15,10,12,12,15,12,1248
15,10,12,12,15,12,1249
12,13,12,12,12,12,1250
12,7,12,12,12,12,1251
9,12,9,9,12,12,1252
9,10,12,12,12,12,1253
9,11,12,9,12,12,1254
12,12,12,12,12,12,1255
12,12,13,13,12,12,1256
12,11,12,12,12,12,1257
12,13,12,12,9,12,1258
12,12,12,12,12,12,1259
12,9,12,12,12,12,1260
9,3,12,3,9,12,1261
12,12,12,12,12,12,1262
12,14,12,12,15,12,1263
12,9,12,13,9,12,1264
9,9,12,6,6,12,1265
12,13,12,6,9,12,1266
9,9,12,9,12,12,1267
9,13,12,3,12,12,1268
9,7,9,12,9,12,1269
12,13,12,12,12,12,1270
12,10,13,12,13,12,1271
13,13,13,12,13,12,1272
12,12,12,13,12,12,1273
9,12,12,12,12,12,1274
12,9,12,3,12,12,1275
13,11,12,12,12,12,1276
12,14,12,12,12,12,1277
9,10,12,6,12,12,1278
12,12,12,12,12,12,1279
11,9,14,7,13,12,1280
7,6,13,11,11,12,1281
12,14,12,15,13,12,1282
10,11,13,10,13,12,1283
12,13,13,6,13,12,1284
10,7,12,9,13,12,1285
13,6,13,10,13,12,1286
9,8,10,4,14,12,1287
14,11,14,4,14,12,1288
12,10,12,9,13,12,1289
12,15,12,6,9,12,1290
9,7,15,0,15,12,1291
12,9,15,9,12,12,1292
15,9,15,6,12,12,1293
13,12,12,12,12,12,1294
12,15,12,9,12,12,1295
12,12,9,12,9,12,1296
9,9,9,12,9,12,1297
12,12,12,12,12,12,1298
9,12,9,13,9,12,1299
14,7,13,13,11,13,1300
12,8,13,4,11,13,1301
14,2,14,1,11,13,1302
9,11,13,3,11,13,1303
12,9,13,13,11,13,1304
13,10,13,14,11,13,1305
13,11,14,13,11,13,1306
13,13,13,12,8,13,1307
14,14,14,14,11,13,1308
10,3,13,13,11,13,1309
10,9,13,13,10,13,1310
14,14,13,14,13,13,1311
13,14,13,10,13,13,1312
13,12,13,13,13,13,1313
13,7,13,13,10,13,1314
10,13,13,7,10,13,1315
12,12,13,13,12,13,1316
10,10,13,13,12,13,1317
13,13,13,9,12,13,1318
13,13,13,12,12,13,1319
13,14,13,13,10,13,1320
12,12,13,9,10,13,1321
13,13,14,13,13,13,1322
13,13,13,13,10,13,1323
12,15,12,13,13,13,1324
11,11,14,11,11,13,1325
13,14,14,13,13,13,1326
10,11,14,10,13,13,1327
14,13,14,13,13,13,1328
13,14,14,7,13,13,1329
12,6,13,10,13,13,1330
12,12,13,13,13,13,1331
12,12,13,13,13,13,1332
10,10,13,9,13,13,1333
13,12,13,7,13,13,1334
12,3,13,13,13,13,1335
13,12,13,10,13,13,1336
13,13,13,9,13,13,1337
10,12,13,9,13,13,1338
13,13,13,12,12,13,1339
13,14,14,14,11,13,1340
11,12,11,14,7,13,1341
10,12,14,13,13,13,1342
13,13,13,13,13,13,1343
13,14,13,13,12,13,1344
13,12,13,13,12,13,1345
10,11,13,10,13,13,1346
13,14,13,10,12,13,1347
13,12,13,13,13,13,1348
12,12,13,13,12,13,1349
10,10,13,10,13,13,1350
13,14,13,10,13,13,1351
13,13,13,13,13,13,1352
13,13,14,13,13,13,1353
13,11,13,10,13,13,1354
10,13,13,13,10,13,1355
13,11,13,13,13,13,1356
10,14,13,13,12,13,1357
10,11,14,10,13,13,1358
13,10,13,13,13,13,1359
11,14,14,11,13,13,1360
13,14,13,4,13,13,1361
10,11,13,10,13,13,1362
13,14,13,13,10,13,1363
10,11,13,7,13,13,1364
13,13,13,13,10,13,1365
13,13,13,10,10,13,1366
13,12,13,13,13,13,1367
12,11,13,13,13,13,1368
13,13,13,13,13,13,1369
13,13,13,13,13,13,1370
13,13,13,13,13,13,1371
13,11,13,13,13,13,1372
13,13,13,10,13,13,1373
9,13,13,10,13,13,1374
13,13,13,13,13,13,1375
9,11,13,9,13,13,1376
14,14,14,4,14,13,1377
13,13,13,13,13,13,1378
12,13,13,12,13,13,1379
11,13,14,8,14,13,1380
14,13,14,11,14,13,1381
13,13,14,6,14,13,1382
13,10,13,10,14,13,1383
9,8,10,4,14,13,1384
10,9,13,7,11,13,1385
13,13,13,13,14,13,1386
12,11,13,13,14,13,1387
13,9,10,13,11,13,1388
14,7,14,14,14,13,1389
14,13,13,14,13,13,1390
12,10,12,13,10,13,1391
13,13,13,13,13,13,1392
10,13,12,13,13,13,1393
13,9,13,6,13,13,1394
13,13,13,7,12,13,1395
13,14,13,9,13,13,1396
13,13,13,13,13,13,1397
14,12,14,14,13,13,1398
12,12,13,13,13,13,1399
14,14,14,14,14,14,1400
14,14,14,5,14,14,1401
14,14,14,14,14,14,1402
14,12,14,10,14,14,1403
14,3,13,13,11,14,1404
8,8,11,5,8,14,1405
11,4,11,8,8,14,1406
14,11,14,4,11,14,1407
11,3,14,8,11,14,1408
14,11,14,8,14,14,1409
14,14,14,14,14,14,1410
14,14,14,14,13,14,1411
11,14,14,11,14,14,1412
14,14,14,14,13,14,1413
11,14,14,14,13,14,1414
14,3,14,1,14,14,1415
14,14,14,14,11,14,1416
14,14,14,14,13,14,1417
14,13,14,14,14,14,1418
14,14,14,14,14,14,1419
11,6,14,11,8,14,1420
14,14,14,14,14,14,1421
11,13,14,14,11,14,1422
14,14,14,14,14,14,1423
13,14,14,14,11,14,1424
14,13,14,14,14,14,1425
14,11,11,14,11,14,1426
14,11,14,14,11,14,1427
14,5,14,14,11,14,1428
14,14,14,14,11,14,1429
14,13,14,8,14,14,1430
14,14,14,14,14,14,1431
11,14,14,10,14,14,1432
10,14,14,11,13,14,1433
14,14,14,14,14,14,1434
10,14,14,14,14,14,1435
13,13,14,11,14,14,1436
14,14,14,14,14,14,1437
14,14,14,7,14,14,1438
13,10,14,14,14,14,1439
11,10,14,8,14,14,1440
11,13,14,14,14,14,1441
14,13,14,14,14,14,1442
14,13,14,14,14,14,1443
13,13,14,14,14,14,1444
14,13,14,14,13,14,1445
14,12,14,13,14,14,1446
11,11,14,14,14,14,1447
11,11,14,11,13,14,1448
11,13,14,14,14,14,1449
14,14,14,14,14,14,1450
14,14,14,14,14,14,1451
11,13,14,8,14,14,1452
14,13,14,14,14,14,1453
14,13,14,11,14,14,1454
14,13,14,14,14,14,1455
14,13,14,14,14,14,1456
14,14,14,14,14,14,1457
11,11,14,13,14,14,1458
13,13,14,14,14,14,1459
14,14,14,8,11,14,1460
14,14,14,14,14,14,1461
11,11,14,11,14,14,1462
13,13,14,14,13,14,1463
10,11,14,11,14,14,1464
14,14,14,14,11,14,1465
13,14,14,8,14,14,1466
14,11,14,11,14,14,1467
14,0,14,14,11,14,1468
10,13,14,11,14,14,1469
11,14,14,11,14,14,1470
14,13,14,14,14,14,1471
14,11,14,14,14,14,1472
14,14,14,14,14,14,1473
13,10,14,14,14,14,1474
14,14,14,14,14,14,1475
14,13,14,13,14,14,1476
14,13,14,14,14,14,1477
14,14,14,14,14,14,1478
14,14,14,14,14,14,1479
2,14,14,11,14,14,1480
14,12,14,14,14,14,1481
14,14,14,14,14,14,1482
14,14,14,14,14,14,1483
14,11,11,14,14,14,1484
14,14,14,11,14,14,1485
14,14,14,14,14,14,1486
13,10,14,8,14,14,1487
14,14,14,14,14,14,1488
14,13,14,14,14,14,1489
14,7,14,14,14,14,1490
14,14,14,11,14,14,1491
14,14,14,7,14,14,1492
14,14,14,13,14,14,1493
14,14,14,14,11,14,1494
11,14,14,11,11,14,1495
14,14,14,14,14,14,1496
14,13,14,14,14,14,1497
13,14,14,13,14,14,1498
14,12,14,14,14,14,1499
15,15,15,12,9,15,1500
9,9,9,13,9,15,1501
9,13,12,12,12,15,1502
15,12,9,15,12,15,1503
15,3,3,9,7,15,1504
12,10,10,13,7,15,1505
12,11,9,13,10,15,1506
15,9,15,15,15,15,1507
15,12,9,12,9,15,1508
10,9,11,10,8,15,1509
15,15,15,15,15,15,1510
15,12,15,15,15,15,1511
15,15,15,15,15,15,1512
15,15,15,15,15,15,1513
15,15,15,15,15,15,1514
15,13,15,15,15,15,1515
15,12,15,15,15,15,1516
15,15,15,15,15,15,1517
15,6,15,15,15,15,1518
15,6,15,15,15,15,1519
15,14,3,3,15,15,1520
15,12,12,15,15,15,1521
15,14,15,15,15,15,1522
15,12,15,15,15,15,1523
15,15,15,15,15,15,1524
15,14,15,15,15,15,1525
15,15,15,15,15,15,1526
15,15,15,15,15,15,1527
15,9,15,15,15,15,1528
15,15,15,15,15,15,1529
9,9,9,15,9,15,1530
12,9,12,3,9,15,1531
12,9,12,12,9,15,1532
15,15,15,15,15,15,1533
6,9,9,12,9,15,1534
15,15,15,15,15,15,1535
15,3,9,15,15,15,1536
6,3,9,6,15,15,1537
15,6,12,15,15,15,1538
15,3,12,15,15,15,1539
12,12,12,12,15,15,1540
15,9,15,15,15,15,1541
15,12,15,15,15,15,1542
15,6,15,15,15,15,1543
15,15,15,15,15,15,1544
15,15,15,15,15,15,1545
15,15,15,15,15,15,1546
15,15,15,15,15,15,1547
15,12,15,15,15,15,1548
15,9,15,15,15,15,1549
15,6,15,15,15,15,1550
15,12,15,15,15,15,1551
15,13,15,15,15,15,1552
15,3,15,15,15,15,1553
15,15,15,15,15,15,1554
15,12,15,15,15,15,1555
15,15,15,15,0,15,1556
15,12,15,15,15,15,1557
15,9,15,15,0,15,1558
15,15,15,15,15,15,1559
15,6,15,15,15,15,1560
15,15,15,15,15,15,1561
15,13,15,15,15,15,1562
15,12,15,15,15,15,1563
15,0,15,15,15,15,1564
15,0,15,15,15,15,1565
15,9,15,15,15,15,1566
15,15,15,15,15,15,1567
15,15,15,15,15,15,1568
15,15,15,15,15,15,1569
15,15,15,15,15,15,1570
15,15,15,15,15,15,1571
15,12,15,15,15,15,1572
15,15,15,15,15,15,1573
15,12,15,15,15,15,1574
15,12,15,15,15,15,1575
15,15,15,15,15,15,1576
15,15,15,15,15,15,1577
15,15,15,15,15,15,1578
15,15,15,15,15,15,1579
15,12,12,15,12,15,1580
15,3,12,12,12,15,1581
15,10,12,12,12,15,1582
6,7,12,9,12,15,1583
12,9,15,15,12,15,1584
15,9,15,15,15,15,1585
12,6,12,6,12,15,1586
15,15,12,15,15,15,1587
12,9,12,15,12,15,1588
15,12,12,12,12,15,1589
9,12,9,12,15,15,1590
6,7,3,9,6,15,1591
9,9,15,15,15,15,1592
15,15,15,15,15,15,1593
15,9,15,15,15,15,1594
15,13,15,15,15,15,1595
15,15,9,15,15,15,1596
15,12,15,15,15,15,1597
15,15,15,15,15,15,1598
15,15,15,15,15,15,1599
